date,hour,NO,NO2,NOx,O3
2014-08-13,7,1,14,14,67
2014-08-13,8,1,13,13,67
2014-08-13,9,1,10,10,65
2014-08-13,10,1,11,11,71
2014-08-13,11,1,12,12,72
2014-08-13,12,1,10,10,81
2014-08-13,13,1,10,10,72
2014-08-13,14,1,8,9,64
2014-08-13,15,1,9,9,68
2014-08-13,16,1,6,6,66
2014-08-13,17,1,7,7,64
2014-08-13,18,1,8,9,66
2014-08-13,19,1,9,9,62
2014-08-13,20,1,15,15,37
2014-08-13,21,1,14,14,25
2014-08-13,22,1,11,11,26
2014-08-13,23,1,9,9,23
2014-08-13,24,1,9,9,22
2014-08-14,1,1,9,9,19
2014-08-14,2,1,10,10,14
2014-08-14,3,,,,20
2014-08-14,4,1,12,12,23
2014-08-14,5,1,14,14,21
2014-08-14,6,1,15,15,18
2014-08-14,7,2,17,20,13
2014-08-14,8,1,15,16,35
2014-08-14,9,1,14,16,44
2014-08-14,10,1,11,12,61
2014-08-14,11,1,10,11,73
2014-08-14,12,1,6,6,85
2014-08-14,13,1,4,4,91
2014-08-14,14,1,5,5,95
2014-08-14,15,1,6,6,104
2014-08-14,16,1,7,7,104
2014-08-14,17,1,10,10,91
2014-08-14,18,1,11,11,75
2014-08-14,19,1,11,11,74
2014-08-14,20,1,11,11,65
2014-08-14,21,1,9,9,65
2014-08-14,22,1,8,8,58
2014-08-14,23,1,10,10,47
2014-08-14,24,1,9,9,39
2014-08-15,1,1,10,10,44
2014-08-15,2,1,9,9,46
2014-08-15,3,,,,47
2014-08-15,4,1,11,11,42
2014-08-15,5,1,15,15,34
2014-08-15,6,1,15,15,45
2014-08-15,7,1,14,14,52
2014-08-15,8,1,12,13,61
2014-08-15,9,1,12,13,69
2014-08-15,10,1,11,11,72
2014-08-15,11,1,10,10,76
2014-08-15,12,1,10,10,72
2014-08-15,13,1,9,9,64
2014-08-15,14,1,9,9,69
2014-08-15,15,1,9,9,71
2014-08-15,16,1,8,8,77
2014-08-15,17,1,9,9,82
2014-08-15,18,1,10,10,78
2014-08-15,19,1,11,11,71
2014-08-15,20,1,17,17,59
2014-08-15,21,1,18,18,44
2014-08-15,22,1,17,17,38
2014-08-15,23,1,15,15,39
2014-08-15,24,1,15,15,40
2014-08-16,1,1,9,10,33
2014-08-16,2,1,7,7,34
2014-08-16,3,,,,33
2014-08-16,4,1,8,8,32
2014-08-16,5,1,11,11,30
2014-08-16,6,1,12,12,30
2014-08-16,7,1,10,10,35
2014-08-16,8,1,15,15,28
2014-08-16,9,1,13,13,21
2014-08-16,10,1,12,12,20
2014-08-16,11,1,11,12,23
2014-08-16,12,1,10,10,25
2014-08-16,13,1,7,7,30
2014-08-16,14,1,2,2,45
2014-08-16,15,1,2,4,51
2014-08-16,16,1,2,2,66
2014-08-16,17,1,2,2,71
2014-08-16,18,1,2,2,70
2014-08-16,19,1,7,7,49
2014-08-16,20,1,12,12,32
2014-08-16,21,1,9,9,34
2014-08-16,22,1,7,7,38
2014-08-16,23,1,7,7,38
2014-08-16,24,1,6,6,35
2014-08-17,1,1,6,6,32
2014-08-17,2,1,5,5,31
2014-08-17,3,,,,27
2014-08-17,4,1,8,8,19
2014-08-17,5,1,10,10,21
2014-08-17,6,1,11,11,14
2014-08-17,7,1,11,12,20
2014-08-17,8,1,10,11,27
2014-08-17,9,1,9,12,37
2014-08-17,10,1,9,10,51
2014-08-17,11,1,10,11,65
2014-08-17,12,1,9,9,77
2014-08-17,13,1,5,5,88
2014-08-17,14,1,4,4,91
2014-08-17,15,1,2,2,92
2014-08-17,16,1,4,4,95
2014-08-17,17,1,5,5,97
2014-08-17,18,1,6,6,89
2014-08-17,19,1,13,13,63
2014-08-17,20,1,12,12,48
2014-08-17,21,1,10,10,55
2014-08-17,22,1,11,11,56
2014-08-17,23,1,6,7,72
2014-08-17,24,1,4,4,70
2014-08-18,1,1,6,6,55
2014-08-18,2,1,2,2,56
2014-08-18,3,,,,48
2014-08-18,4,1,7,8,51
2014-08-18,5,1,12,12,44
2014-08-18,6,1,13,13,29
2014-08-18,7,1,14,15,38
2014-08-18,8,5,30,38,34
2014-08-18,9,4,18,23,45
2014-08-18,10,1,10,11,68
2014-08-18,11,1,9,12,86
2014-08-18,12,1,9,9,89
2014-08-18,13,1,6,6,99
2014-08-18,14,1,2,2,102
2014-08-18,15,1,2,2,105
2014-08-18,16,1,2,2,112
2014-08-18,17,1,6,6,116
2014-08-18,18,1,11,11,107
2014-08-18,19,1,16,16,81
2014-08-18,20,1,21,21,59
2014-08-18,21,1,10,10,65
2014-08-18,22,1,8,8,66
2014-08-18,23,1,7,7,61
2014-08-18,24,1,7,7,53
2014-08-19,1,1,4,4,45
2014-08-19,2,1,4,5,41
2014-08-19,3,,,,39
2014-08-19,4,1,6,6,33
2014-08-19,5,1,9,9,32
2014-08-19,6,1,10,10,25
2014-08-19,7,1,15,16,21
2014-08-19,8,1,19,20,22
2014-08-19,9,1,19,22,20
2014-08-19,10,1,8,10,44
2014-08-19,11,1,8,8,47
2014-08-19,12,1,5,5,61
2014-08-19,13,1,5,6,62
2014-08-19,14,1,2,2,64
2014-08-19,15,1,2,2,71
2014-08-19,16,1,2,2,71
2014-08-19,17,1,2,2,69
2014-08-19,18,1,4,4,62
2014-08-19,19,1,6,6,53
2014-08-19,20,1,6,6,54
2014-08-19,21,1,7,7,47
2014-08-19,22,1,2,2,45
2014-08-19,23,1,2,2,39
2014-08-19,24,1,2,2,38
2014-08-20,1,1,2,2,44
2014-08-20,2,1,2,2,40
2014-08-20,3,,,,35
2014-08-20,4,1,5,5,29
2014-08-20,5,1,9,9,20
2014-08-20,6,1,10,10,25
2014-08-20,7,1,11,12,27
2014-08-20,8,1,10,10,34
2014-08-20,9,1,5,5,73
2014-08-20,10,1,12,13,48
2014-08-20,11,1,9,10,53
2014-08-20,12,1,7,8,57
2014-08-20,13,1,6,8,57
2014-08-20,14,1,2,2,68
2014-08-20,15,1,2,2,83
2014-08-20,16,1,2,2,90
2014-08-20,17,1,2,2,93
2014-08-20,18,1,5,5,91
2014-08-20,19,1,5,5,87
2014-08-20,20,1,6,7,78
2014-08-20,21,1,2,2,82
2014-08-20,22,1,2,2,90
2014-08-20,23,1,2,2,71
2014-08-20,24,1,2,2,68
2014-08-21,1,1,2,2,70
2014-08-21,2,1,2,2,50
2014-08-21,3,,,,36
2014-08-21,4,1,5,5,26
2014-08-21,5,1,9,9,25
2014-08-21,6,1,11,11,20
2014-08-21,7,1,13,14,21
2014-08-21,8,1,11,11,39
2014-08-21,9,1,10,10,41
2014-08-21,10,1,9,9,48
2014-08-21,11,1,9,10,49
2014-08-21,12,1,6,6,71
2014-08-21,13,1,6,6,72
2014-08-21,14,1,7,7,86
2014-08-21,15,1,7,7,93
2014-08-21,16,1,6,6,96
2014-08-21,17,1,6,7,100
2014-08-21,18,1,9,9,97
2014-08-21,19,1,12,12,89
2014-08-21,20,1,13,13,87
2014-08-21,21,1,11,12,87
2014-08-21,22,1,8,8,86
2014-08-21,23,1,6,6,79
2014-08-21,24,1,8,8,65
2014-08-22,1,1,13,13,48
2014-08-22,2,1,8,8,54
2014-08-22,3,,,,58
2014-08-22,4,1,9,10,60
2014-08-22,5,1,13,13,60
2014-08-22,6,1,15,15,59
2014-08-22,7,1,16,16,53
2014-08-22,8,1,16,17,50
2014-08-22,9,1,16,17,49
2014-08-22,10,1,14,16,52
2014-08-22,11,1,12,12,62
2014-08-22,12,1,7,7,82
2014-08-22,13,1,7,7,88
2014-08-22,14,1,6,6,96
2014-08-22,15,1,4,4,94
2014-08-22,16,1,5,5,103
2014-08-22,17,1,7,7,107
2014-08-22,18,1,8,8,97
2014-08-22,19,1,17,17,72
2014-08-22,20,1,19,19,55
2014-08-22,21,1,12,12,63
2014-08-22,22,1,9,9,64
2014-08-22,23,1,9,9,55
2014-08-22,24,1,8,8,50
2014-08-23,1,1,10,11,40
2014-08-23,2,1,9,9,43
2014-08-23,3,,,,44
2014-08-23,4,1,9,9,51
2014-08-23,5,1,9,9,53
2014-08-23,6,1,9,9,50
2014-08-23,7,1,9,10,51
2014-08-23,8,1,9,9,63
2014-08-23,9,1,10,10,68
2014-08-23,10,1,6,6,74
2014-08-23,11,1,7,7,67
2014-08-23,12,1,6,7,62
2014-08-23,13,1,2,2,65
2014-08-23,14,1,2,2,72
2014-08-23,15,1,2,2,70
2014-08-23,16,1,2,2,66
2014-08-23,17,1,2,2,67
2014-08-23,18,1,2,2,64
2014-08-23,19,1,6,6,45
2014-08-23,20,1,17,17,20
2014-08-23,21,1,11,11,16
2014-08-23,22,1,8,8,22
2014-08-23,23,1,9,9,18
2014-08-23,24,1,9,10,19
2014-08-24,1,1,11,11,19
2014-08-24,2,1,8,8,26
2014-08-24,3,,,,26
2014-08-24,4,1,9,9,19
2014-08-24,5,1,12,12,14
2014-08-24,6,1,15,16,12
2014-08-24,7,1,15,16,15
2014-08-24,8,2,15,18,17
2014-08-24,9,1,13,15,24
2014-08-24,10,1,11,12,36
2014-08-24,11,1,9,9,49
2014-08-24,12,1,8,9,56
2014-08-24,13,1,7,7,71
2014-08-24,14,1,7,7,80
2014-08-24,15,1,7,7,92
2014-08-24,16,1,7,7,94
2014-08-24,17,1,5,6,94
2014-08-24,18,1,11,11,80
2014-08-24,19,1,13,13,80
2014-08-24,20,1,13,13,70
2014-08-24,21,1,8,8,76
2014-08-24,22,1,9,10,66
2014-08-24,23,1,12,12,54
2014-08-24,24,1,13,13,46
2014-08-25,1,1,11,12,44
2014-08-25,2,1,6,6,54
2014-08-25,3,,,,64
2014-08-25,4,1,8,8,70
2014-08-25,5,1,12,12,69
2014-08-25,6,1,12,12,68
2014-08-25,7,1,13,13,62
2014-08-25,8,1,12,12,63
2014-08-25,9,1,15,17,60
2014-08-25,10,,,,
2014-08-25,11,,,,
2014-08-25,12,,,,
2014-08-25,13,,,,
2014-08-25,14,,,,
2014-08-25,15,,,,93
2014-08-25,16,1,5,5,95
2014-08-25,17,1,9,9,95
2014-08-25,18,1,13,13,94
2014-08-25,19,1,12,12,86
2014-08-25,20,1,14,14,72
2014-08-25,21,1,12,12,67
2014-08-25,22,1,10,10,62
2014-08-25,23,1,10,10,52
2014-08-25,24,1,8,8,46
2014-08-26,1,1,8,8,39
2014-08-26,2,1,6,6,45
2014-08-26,3,,,,41
2014-08-26,4,1,5,5,26
2014-08-26,5,1,10,10,17
2014-08-26,6,1,9,9,16
2014-08-26,7,1,16,18,13
2014-08-26,8,3,19,24,17
2014-08-26,9,3,19,23,40
2014-08-26,10,1,14,15,56
2014-08-26,11,1,8,8,74
2014-08-26,12,1,7,7,76
2014-08-26,13,1,8,8,74
2014-08-26,14,1,9,10,68
2014-08-26,15,1,12,13,46
2014-08-26,16,1,15,17,41
2014-08-26,17,1,13,14,43
2014-08-26,18,1,18,18,40
2014-08-26,19,1,26,26,31
2014-08-26,20,1,19,19,36
2014-08-26,21,1,17,17,38
2014-08-26,22,1,14,14,38
2014-08-26,23,1,12,12,40
2014-08-26,24,1,8,8,45
2014-08-27,1,1,7,7,48
2014-08-27,2,1,7,7,42
2014-08-27,3,,,,30
2014-08-27,4,1,9,9,23
2014-08-27,5,1,13,13,15
2014-08-27,6,1,16,17,11
2014-08-27,7,5,18,25,6
2014-08-27,8,1,16,19,24
2014-08-27,9,1,16,18,36
2014-08-27,10,1,15,17,38
2014-08-27,11,3,16,20,43
2014-08-27,12,1,12,13,59
2014-08-27,13,1,9,9,60
2014-08-27,14,1,6,6,75
2014-08-27,15,1,5,5,83
2014-08-27,16,1,4,4,92
2014-08-27,17,1,4,4,101
2014-08-27,18,1,6,6,94
2014-08-27,19,1,11,11,82
2014-08-27,20,1,9,9,78
2014-08-27,21,1,9,9,78
2014-08-27,22,1,12,12,66
2014-08-27,23,1,13,13,55
2014-08-27,24,1,8,8,50
2014-08-28,1,1,6,6,49
2014-08-28,2,1,6,6,59
2014-08-28,3,,,,55
2014-08-28,4,1,5,5,54
2014-08-28,5,1,8,8,52
2014-08-28,6,1,10,10,50
2014-08-28,7,1,12,12,50
2014-08-28,8,1,14,14,49
2014-08-28,9,1,14,14,54
2014-08-28,10,1,15,16,58
2014-08-28,11,1,14,15,65
2014-08-28,12,1,12,14,71
2014-08-28,13,1,14,16,77
2014-08-28,14,1,11,12,88
2014-08-28,15,1,9,9,94
2014-08-28,16,1,8,8,100
2014-08-28,17,1,8,8,105
2014-08-28,18,1,11,11,101
2014-08-28,19,1,16,16,76
2014-08-28,20,1,15,15,62
2014-08-28,21,1,13,13,60
2014-08-28,22,1,11,11,52
2014-08-28,23,1,9,9,53
2014-08-28,24,1,9,9,53
2014-08-29,1,1,11,11,49
2014-08-29,2,1,10,10,50
2014-08-29,3,,,,47
2014-08-29,4,1,11,11,40
2014-08-29,5,1,15,15,42
2014-08-29,6,1,17,17,33
2014-08-29,7,1,21,24,22
2014-08-29,8,1,18,20,34
2014-08-29,9,1,14,16,54
2014-08-29,10,1,10,10,80
2014-08-29,11,1,9,9,89
2014-08-29,12,1,8,8,101
2014-08-29,13,1,7,7,103
2014-08-29,14,,,,108
2014-08-29,15,,,,111
2014-08-29,16,1,2,2,118
2014-08-29,17,1,2,2,116
2014-08-29,18,1,2,2,111
2014-08-29,19,1,13,13,76
2014-08-29,20,1,15,15,68
2014-08-29,21,1,16,16,72
2014-08-29,22,1,10,11,67
2014-08-29,23,1,5,5,71
2014-08-29,24,1,4,4,56
2014-08-30,1,1,9,9,57
2014-08-30,2,1,7,7,60
2014-08-30,3,,,,62
2014-08-30,4,1,8,8,52
2014-08-30,5,1,13,14,55
2014-08-30,6,1,15,15,47
2014-08-30,7,1,20,20,40
2014-08-30,8,1,20,21,42
2014-08-30,9,1,14,14,65
2014-08-30,10,1,17,18,73
2014-08-30,11,1,23,25,75
2014-08-30,12,1,12,12,100
2014-08-30,13,1,6,6,112
2014-08-30,14,1,5,5,115
2014-08-30,15,1,2,2,118
2014-08-30,16,1,6,7,126
2014-08-30,17,1,10,11,121
2014-08-30,18,1,11,11,110
2014-08-30,19,1,17,17,84
2014-08-30,20,1,18,18,69
2014-08-30,21,1,16,16,73
2014-08-30,22,1,14,15,66
2014-08-30,23,1,12,12,66
2014-08-30,24,1,12,12,77
2014-08-31,1,1,2,2,97
2014-08-31,2,1,2,2,85
2014-08-31,3,,,,76
2014-08-31,4,1,5,5,71
2014-08-31,5,1,9,9,65
2014-08-31,6,1,10,10,58
2014-08-31,7,1,10,10,56
2014-08-31,8,1,9,9,53
2014-08-31,9,1,5,5,65
2014-08-31,10,1,4,4,79
2014-08-31,11,1,6,6,82
2014-08-31,12,1,7,7,88
2014-08-31,13,1,4,5,99
2014-08-31,14,1,4,4,102
2014-08-31,15,1,5,5,110
2014-08-31,16,1,6,6,118
2014-08-31,17,1,7,7,124
2014-08-31,18,1,10,10,119
2014-08-31,19,1,6,6,113
2014-08-31,20,1,14,14,86
2014-08-31,21,1,5,5,91
2014-08-31,22,1,2,2,92
2014-08-31,23,1,2,2,84
2014-08-31,24,1,2,2,71
2014-09-01,1,1,2,2,63
2014-09-01,2,1,2,2,66
2014-09-01,3,,,,62
2014-09-01,4,1,7,7,42
2014-09-01,5,1,10,10,34
2014-09-01,6,1,11,11,27
2014-09-01,7,1,15,15,24
2014-09-01,8,1,13,14,32
2014-09-01,9,1,11,12,40
2014-09-01,10,1,14,15,43
2014-09-01,11,1,15,15,43
2014-09-01,12,1,14,15,41
2014-09-01,13,1,8,9,55
2014-09-01,14,1,8,8,64
2014-09-01,15,1,9,9,60
2014-09-01,16,1,7,8,60
2014-09-01,17,1,6,6,62
2014-09-01,18,1,9,10,59
2014-09-01,19,1,15,15,40
2014-09-01,20,1,18,18,33
2014-09-01,21,1,9,9,35
2014-09-01,22,1,9,9,39
2014-09-01,23,1,9,9,38
2014-09-01,24,1,9,9,39
2014-09-02,1,1,8,8,37
2014-09-02,2,1,8,8,32
2014-09-02,3,,,,31
2014-09-02,4,1,9,9,49
2014-09-02,5,1,11,11,60
2014-09-02,6,1,15,15,47
2014-09-02,7,1,18,19,37
2014-09-02,8,1,14,15,46
2014-09-02,9,1,11,11,61
2014-09-02,10,1,12,12,58
2014-09-02,11,1,15,17,56
2014-09-02,12,4,20,26,48
2014-09-02,13,2,12,15,63
2014-09-02,14,1,7,8,72
2014-09-02,15,1,9,10,75
2014-09-02,16,1,7,8,78
2014-09-02,17,1,9,9,75
2014-09-02,18,1,8,8,72
2014-09-02,19,1,13,13,59
2014-09-02,20,1,11,11,64
2014-09-02,21,1,9,9,65
2014-09-02,22,1,9,9,62
2014-09-02,23,1,9,9,58
2014-09-02,24,1,7,7,67
2014-09-03,1,1,5,5,60
2014-09-03,2,1,7,7,41
2014-09-03,3,,,,33
2014-09-03,4,1,5,5,30
2014-09-03,5,1,6,6,45
2014-09-03,6,1,6,6,53
2014-09-03,7,1,6,6,54
2014-09-03,8,1,6,6,54
2014-09-03,9,1,5,5,56
2014-09-03,10,1,7,7,43
2014-09-03,11,1,9,10,43
2014-09-03,12,3,13,18,39
2014-09-03,13,3,15,19,44
2014-09-03,14,1,12,12,47
2014-09-03,15,1,9,10,53
2014-09-03,16,1,7,7,59
2014-09-03,17,1,5,5,69
2014-09-03,18,1,10,10,54
2014-09-03,19,1,20,21,31
2014-09-03,20,1,23,24,17
2014-09-03,21,1,19,20,13
2014-09-03,22,1,15,16,11
2014-09-03,23,1,15,16,8
2014-09-03,24,1,13,13,6
2014-09-04,1,1,13,14,5
2014-09-04,2,1,14,15,4
2014-09-04,3,,,,10
2014-09-04,4,1,10,10,6
2014-09-04,5,1,14,14,2
2014-09-04,6,1,18,19,6
2014-09-04,7,1,15,16,37
2014-09-04,8,1,16,16,38
2014-09-04,9,1,19,22,26
2014-09-04,10,1,14,14,40
2014-09-04,11,1,12,13,48
2014-09-04,12,1,18,20,43
2014-09-04,13,1,20,21,42
2014-09-04,14,1,13,14,53
2014-09-04,15,5,36,43,32
2014-09-04,16,3,35,39,38
2014-09-04,17,1,25,27,39
2014-09-04,18,1,18,18,44
2014-09-04,19,1,22,22,40
2014-09-04,20,1,5,5,82
2014-09-04,21,1,2,2,82
2014-09-04,22,1,4,4,66
2014-09-04,23,1,7,7,45
2014-09-04,24,1,7,7,36
2014-09-05,1,1,9,9,36
2014-09-05,2,1,8,8,41
2014-09-05,3,,,,27
2014-09-05,4,1,9,9,35
2014-09-05,5,1,14,14,33
2014-09-05,6,1,15,15,27
2014-09-05,7,1,20,20,28
2014-09-05,8,1,15,15,38
2014-09-05,9,1,9,10,52
2014-09-05,10,1,14,14,49
2014-09-05,11,1,19,21,51
2014-09-05,12,1,16,17,62
2014-09-05,13,1,9,9,86
2014-09-05,14,1,8,8,92
2014-09-05,15,1,5,6,92
2014-09-05,16,1,5,5,92
2014-09-05,17,1,8,8,87
2014-09-05,18,1,14,14,71
2014-09-05,19,1,22,22,43
2014-09-05,20,1,15,16,50
2014-09-05,21,1,10,10,61
2014-09-05,22,1,12,12,68
2014-09-05,23,1,8,8,59
2014-09-05,24,1,5,6,57
2014-09-06,1,1,4,4,49
2014-09-06,2,1,2,2,47
2014-09-06,3,,,,40
2014-09-06,4,1,5,5,38
2014-09-06,5,1,8,8,26
2014-09-06,6,1,8,8,30
2014-09-06,7,2,15,19,19
2014-09-06,8,3,17,21,15
2014-09-06,9,3,14,19,25
2014-09-06,10,1,7,8,57
2014-09-06,11,1,6,6,85
2014-09-06,12,1,4,4,93
2014-09-06,13,1,4,4,100
2014-09-06,14,1,2,2,103
2014-09-06,15,1,2,2,104
2014-09-06,16,1,2,2,105
2014-09-06,17,1,5,5,104
2014-09-06,18,1,8,8,89
2014-09-06,19,1,5,5,85
2014-09-06,20,1,7,7,75
2014-09-06,21,1,6,6,76
2014-09-06,22,1,2,2,71
2014-09-06,23,1,9,9,51
2014-09-06,24,1,15,15,31
2014-09-07,1,1,12,12,31
2014-09-07,2,1,11,11,30
2014-09-07,3,,,,29
2014-09-07,4,1,9,9,27
2014-09-07,5,1,10,10,27
2014-09-07,6,1,10,10,32
2014-09-07,7,1,11,11,38
2014-09-07,8,1,10,10,43
2014-09-07,9,1,9,9,50
2014-09-07,10,1,6,6,64
2014-09-07,11,1,5,5,73
2014-09-07,12,1,6,6,80
2014-09-07,13,1,5,5,88
2014-09-07,14,1,2,2,97
2014-09-07,15,1,2,4,94
2014-09-07,16,1,2,2,101
2014-09-07,17,1,5,5,102
2014-09-07,18,1,2,2,90
2014-09-07,19,1,14,14,55
2014-09-07,20,1,8,8,60
2014-09-07,21,1,6,6,66
2014-09-07,22,1,7,7,60
2014-09-07,23,1,6,6,57
2014-09-07,24,1,4,4,55
2014-09-08,1,1,6,6,55
2014-09-08,2,1,5,5,42
2014-09-08,3,,,,41
2014-09-08,4,1,8,8,37
2014-09-08,5,1,12,12,35
2014-09-08,6,1,14,15,34
2014-09-08,7,1,20,23,31
2014-09-08,8,3,21,26,24
2014-09-08,9,1,13,14,51
2014-09-08,10,1,10,11,69
2014-09-08,11,1,9,9,80
2014-09-08,12,1,8,8,84
2014-09-08,13,1,6,6,98
2014-09-08,14,1,7,7,105
2014-09-08,15,1,5,5,114
2014-09-08,16,1,7,7,117
2014-09-08,17,1,6,6,117
2014-09-08,18,1,13,13,86
2014-09-08,19,1,13,13,82
2014-09-08,20,1,11,11,85
2014-09-08,21,1,7,7,81
2014-09-08,22,1,7,7,78
2014-09-08,23,1,5,5,85
2014-09-08,24,1,4,4,77
2014-09-09,1,1,2,2,65
2014-09-09,2,1,2,2,60
2014-09-09,3,,,,59
2014-09-09,4,1,4,4,58
2014-09-09,5,1,7,7,51
2014-09-09,6,1,9,9,54
2014-09-09,7,1,20,20,31
2014-09-09,8,1,25,26,33
2014-09-09,9,1,13,14,54
2014-09-09,10,1,6,6,88
2014-09-09,11,1,11,11,88
2014-09-09,12,1,10,10,101
2014-09-09,13,1,11,11,108
2014-09-09,14,1,9,9,112
2014-09-09,15,1,11,11,112
2014-09-09,16,1,6,6,121
2014-09-09,17,1,6,6,118
2014-09-09,18,1,11,11,94
2014-09-09,19,1,11,11,88
2014-09-09,20,1,11,11,79
2014-09-09,21,1,9,9,70
2014-09-09,22,1,2,2,87
2014-09-09,23,1,4,5,81
2014-09-09,24,1,2,2,87
2014-09-10,1,1,2,2,82
2014-09-10,2,1,2,2,77
2014-09-10,3,,,,67
2014-09-10,4,1,2,2,63
2014-09-10,5,1,4,5,47
2014-09-10,6,1,6,6,34
2014-09-10,7,1,12,12,26
2014-09-10,8,1,12,13,33
2014-09-10,9,1,11,12,47
2014-09-10,10,1,9,9,56
2014-09-10,11,1,7,7,67
2014-09-10,12,1,8,9,76
2014-09-10,13,1,6,6,85
2014-09-10,14,1,6,6,90
2014-09-10,15,1,5,5,99
2014-09-10,16,,,,
2014-09-10,17,,,,
2014-09-10,18,1,7,9,83
2014-09-10,19,1,15,17,59
2014-09-10,20,1,11,13,70
2014-09-10,21,1,9,10,63
2014-09-10,22,1,9,11,33
2014-09-10,23,1,6,8,34
2014-09-10,24,1,5,7,27
2014-09-11,1,1,2,4,34
2014-09-11,2,1,2,5,21
2014-09-11,3,,,,11
2014-09-11,4,1,5,7,
2014-09-11,5,1,6,8,10
2014-09-11,6,1,6,9,8
2014-09-11,7,1,8,10,7
2014-09-11,8,1,8,11,7
2014-09-11,9,1,7,10,19
2014-09-11,10,1,8,11,36
2014-09-11,11,1,11,14,47
2014-09-11,12,2,9,12,50
2014-09-11,13,1,8,11,72
2014-09-11,14,1,8,11,74
2014-09-11,15,1,8,9,77
2014-09-11,16,1,8,10,74
2014-09-11,17,1,10,11,63
2014-09-11,18,1,11,11,37
2014-09-11,19,1,10,13,14
2014-09-11,20,1,10,13,14
2014-09-11,21,1,8,9,8
2014-09-11,22,1,6,8,12
2014-09-11,23,1,6,9,7
2014-09-11,24,1,7,8,5
2014-09-12,1,1,6,8,7
2014-09-12,2,1,5,6,9
2014-09-12,3,,,,11
2014-09-12,4,1,2,2,
2014-09-12,5,1,2,2,12
2014-09-12,6,1,2,4,10
2014-09-12,7,1,5,7,10
2014-09-12,8,1,7,10,6
2014-09-12,9,3,7,11,2
2014-09-12,10,1,5,7,7
2014-09-12,11,1,2,6,9
2014-09-12,12,1,5,7,10
2014-09-12,13,1,2,5,32
2014-09-12,14,1,2,2,51
2014-09-12,15,1,2,6,45
2014-09-12,16,1,5,7,33
2014-09-12,17,1,2,2,27
2014-09-12,18,1,2,5,22
2014-09-12,19,1,4,6,13
2014-09-12,20,1,6,8,12
2014-09-12,21,1,2,5,12
2014-09-12,22,1,2,5,13
2014-09-12,23,1,2,4,13
2014-09-12,24,1,2,2,8
2014-09-13,1,1,2,2,8
2014-09-13,2,1,2,2,13
2014-09-13,3,,,,7
2014-09-13,4,1,2,5,
2014-09-13,5,1,6,8,6
2014-09-13,6,1,7,9,5
2014-09-13,7,2,8,11,2
2014-09-13,8,3,11,16,6
2014-09-13,9,2,11,15,29
2014-09-13,10,2,12,16,43
2014-09-13,11,1,11,14,45
2014-09-13,12,1,11,14,54
2014-09-13,13,1,9,12,66
2014-09-13,14,1,8,10,81
2014-09-13,15,1,6,9,91
2014-09-13,16,1,6,8,93
2014-09-13,17,1,6,8,89
2014-09-13,18,1,9,11,72
2014-09-13,19,1,14,14,55
2014-09-13,20,1,8,10,47
2014-09-13,21,1,6,8,26
2014-09-13,22,1,6,7,30
2014-09-13,23,1,6,8,33
2014-09-13,24,1,6,7,28
2014-09-14,1,1,5,7,30
2014-09-14,2,1,4,6,14
2014-09-14,3,,,,10
2014-09-14,4,1,2,5,
2014-09-14,5,1,2,5,11
2014-09-14,6,1,4,6,7
2014-09-14,7,1,5,7,7
2014-09-14,8,1,6,9,11
2014-09-14,9,1,7,10,20
2014-09-14,10,1,4,6,52
2014-09-14,11,1,4,7,66
2014-09-14,12,1,5,7,71
2014-09-14,13,1,5,6,80
2014-09-14,14,1,4,6,86
2014-09-14,15,1,2,5,88
2014-09-14,16,1,2,6,91
2014-09-14,17,1,2,5,92
2014-09-14,18,1,7,9,76
2014-09-14,19,1,12,14,59
2014-09-14,20,1,8,9,59
2014-09-14,21,1,5,6,47
2014-09-14,22,1,2,6,25
2014-09-14,23,1,2,5,56
2014-09-14,24,1,2,5,24
2014-09-15,1,1,2,5,30
2014-09-15,2,1,2,2,19
2014-09-15,3,,,,13
2014-09-15,4,1,2,4,
2014-09-15,5,1,2,4,14
2014-09-15,6,1,6,8,7
2014-09-15,7,1,7,10,7
2014-09-15,8,4,14,20,10
2014-09-15,9,4,14,20,24
2014-09-15,10,3,10,15,65
2014-09-15,11,6,11,19,77
2014-09-15,12,1,8,9,86
2014-09-15,13,1,7,9,94
2014-09-15,14,1,6,7,97
2014-09-15,15,1,5,7,103
2014-09-15,16,1,5,6,95
2014-09-15,17,1,6,8,89
2014-09-15,18,1,7,9,83
2014-09-15,19,1,9,11,76
2014-09-15,20,1,6,7,55
2014-09-15,21,1,4,6,37
2014-09-15,22,1,2,5,38
2014-09-15,23,1,2,4,30
2014-09-15,24,1,2,2,30
2014-09-16,1,1,2,2,24
2014-09-16,2,1,2,2,17
2014-09-16,3,,,,10
2014-09-16,4,1,2,4,
2014-09-16,5,1,2,6,6
2014-09-16,6,1,5,7,8
2014-09-16,7,2,10,14,6
2014-09-16,8,3,13,18,8
2014-09-16,9,2,11,14,23
2014-09-16,10,1,9,11,58
2014-09-16,11,1,6,9,89
2014-09-16,12,1,6,8,94
2014-09-16,13,1,7,9,97
2014-09-16,14,1,9,12,94
2014-09-16,15,1,7,8,101
2014-09-16,16,1,9,11,99
2014-09-16,17,1,8,10,100
2014-09-16,18,1,6,8,90
2014-09-16,19,1,10,12,63
2014-09-16,20,1,11,12,47
